305|Glasslaven Arts Center|Norwegen||STREET|nan|nan|||0||nan||||UNKNOWN|https://glasslaven.no/?fbclid=IwAR1fwDhYkorZ7VP5jyulbksbnNqzDsqx2fIn2O0Dt3WwlLzKteNoYp218bww
306|“Aré ” Performing Arts Festival|Armenia|Yerevan|THEATRE|arecultural@gmail.com||2025-05-03|2025-05-15|0||early–mid May|The 'ARé' Performing Arts Festival, also known as ARé Fest 2025, is dedicated to exploring the dynamic intersections between performing and visual arts, embracing experimental and unconventional forms of expression. The festival's program features performances, visual installations, discussions, and workshops across various venues in Yerevan. It aims to bring together international and local artists, foster global partnerships, and serve as a hub for creative exchange, showcasing Armenia's contemporary art scene.|||EMAIL|http://www.arepaf.am/
307|Athens Epidaurus Festival|Greece|Athens|THEATRE|artisticdirector@aefestival.gr||2025-06-15|2025-08-30|0||late June–late August|The Athens Epidaurus Festival is one of Greece's most significant cultural events, offering a diverse program of ancient Greek drama, music, contemporary dance, and interdisciplinary performances. It takes place at various venues including the Ancient Theatre of Epidaurus, the Little Theatre of Ancient Epidaurus, the Odeon of Herodes Atticus in Athens, and Peiraios 260.|||EMAIL|http://aefestival.gr/?lang=en
308|Gauklerfestival|Germany|Attendorn|STREET|info@gauklerfestival.de||2025-07-12|2025-07-13|0||mid July|The Attendorn Street Performers Festival transforms the town center into a stage for comedy, music, acrobatics, and interactive activities. It features international street artists and musicians, attracting thousands of visitors annually. The festival includes performances for children, families, and all ages, culminating in the awarding of the 'KleinKunstPreis'.|||EMAIL|http://www.gauklerfest.de/
309|Tnt Festival Terrassa Noves Tendències|Spain|Terrassa|THEATRE|tnt@terrassa.cat||2025-10-02|2025-10-04|0||early October|The TNT Festival Terrassa Noves Tendències is an 18th edition of the festival of live arts and new forms, dedicated to promoting and disseminating contemporary and multidisciplinary creation. It supports critical and committed artistic practices, embracing new artistic languages and exploring new ways of engaging with artistic expression. The festival addresses contemporary issues such as ecology, inequality, gender, diversity, and the dominance of new technologies.|||EMAIL|http://tnt.cat/en/
310|Theaterfestival Basel|Switzerland|Basel|THEATRE|info@theaterfestival.ch||2025-08-29|2025-08-31|0||late August|Theaterfestival Basel is a biennial event featuring various theater performances across multiple venues in Basel. The 2025 edition includes a collaboration with Kaserne Basel, taking place at the Kasernenareal and other partner theaters.|||EMAIL|https://www.theaterfestival.ch/deplacement/
311|Feel Festival|Germany|Lichterfeld|MUSIC|kira@feel-festival.de||2025-07-24|2025-07-27|0||late July|The Feel Festival at Berghaider See is a four-day cultural event featuring a diverse range of activities, including music, art, workshops, and discussions on topics such as sustainability and queer feminism. The festival offers karaoke, yoga sessions, saunas, and various light and art installations. Musically, it spans genres like electronic music, Indie, Rock, Punk, and Hip-hop.|||EMAIL|https://feel-festival.de/kultur/
312|Buskers Bern|Switzerland|Bern|STREET|info@buskersbern.ch||2025-08-06|2025-08-08|0||early August|The Buskers Bern Street Music Festival transforms the streets of Bern's Old Town into a vibrant open-air festival. The 22nd edition features approximately 150 artists from around the world, showcasing music, dance, theatre, comedy, street performance, puppet theatre, art, and artistry. Around 70,000 visitors attend annually. Admission is free, but attendees can support the non-profit event by purchasing program booklets and festival wristbands.|||EMAIL|https://www.buskersbern.ch/de
313|TILT|Birmmingham||STREET|online|nan|||0||nan||||UNKNOWN|https://www.tiltfestival.com
314|Peculiar Families Festival|croatzien||STREET|peculiarfamilies@gmail.com|Antonia Kuzmanić|||0||nan||||UNKNOWN|https://peculiarfamilies.org/en/home/
315|Parksommer Kulturfestival Chemnitz|Deutschland||STREET|Kira Mutze
k.mutze@c3-chemnitz.de|nan|||0||nan||||UNKNOWN|https://www.parksommer.de/de/Startseite_10.html?sid=YxJpmLo5b2ckQ3YIq3A2VonaJCWhUfos
316|Rostfest Eisenerz|Eisenert||STREET|office@rostfest.at|nan|||0||nan||||UNKNOWN|https://rostfest.at/
317|Cirkuliacija Festival|Estonia||STREET|nkgteatronas@gmail.com|nan|||0||nan||||UNKNOWN|https://cirkuliacija.lt/en/
318|Circus Ruska Festival|Finnland||STREET|Info@circusruska.com|nan|||0||nan||||UNKNOWN|http://circusruska.com/festival/
319|Helsinki Festival|Finnland||STREET|Marko Ahtisaari marko.ahtisaari@helsinkifestival.fi niko.wilkinson@helsinkifestival.fi|nan|||0||nan||||UNKNOWN|https://helsinkifestival.fi/en/contact-information/
320|JoJo – Oulu Dance Centre|Finnland||STREET|Mira Kolanen mira.kolanen(at)jojo.fi|nan|||0||application closes 27.11||||UNKNOWN|https://jojo.fi/
321|Salo Circus Festival|Finnland||STREET|festival@salocircus.com|nan|||0||nan||||UNKNOWN|https://salocircus.com/
322|Silence Festival|Finnland||STREET|Joonas Martikainen
joonas[a]hiljaisuusfestivaali.fi|nan|||0||nan||||UNKNOWN|https://www.hiljaisuusfestivaali.fi/about/
323|Sorin Sirkus|Finnland||STREET|etunimi.sukunimi@sorinsirkus.fi|nan|||0||nan||||UNKNOWN|https://www.sorinsirkus.fi/yhteystiedot/
324|Tampere Theatre Festival|Finnland||STREET|info@teatterikesa.fi|nan|||0||nan||||UNKNOWN|https://www.teatterikesa.fi/en/
325|Espace Athic / Festival Pisteurs d'Etoiles|France||STREET|Laure ROMAN
Adan Sandoval productionathic@gmail.com
direction@espace-athic.com"|nan|||0||nan||||UNKNOWN|https://13esens.com/pisteurs-detoiles/
326|Festival D'Alba la Roraine|France||STREET|m.rascalou@lacascade.org|Manuel Rascalou|||0||nan||||UNKNOWN|https://lefestivaldalba.org/in-english/
327|Festival des 7 Collines|France||STREET|M. Jean-Philippe MIRANDON  septcollines@hotmail.com|nan|||0||nan||||UNKNOWN|https://festivaldes7collines.com/
328|Actoral|France||STREET|info@actoral.org|nan|||0||September-Oktober||||UNKNOWN|http://www.actoral.org/
329|Animaijuin - Petit Quevilly|France||STREET|online|nan|||0||nan||||UNKNOWN|https://www.petit-quevilly.fr/bouger-et-sortir/evenements/animaijuin
330|Archaos, pole national cirque|France||STREET|contact@archaos.fr|nan|||0||nan||||UNKNOWN|https://www.archaos.fr/fr
331|Arto|France||STREET|contact.arto@gmail.com|nan|||0||nan||||UNKNOWN|https://www.festivalramonville-arto.fr/
332|Baraka Circo -passing 65|France||STREET|cirque@passing65.fr|nan|||0||Juni||||UNKNOWN|http://www.passing65.fr/contact/
333|Bigoud n Jongle|France||STREET|jongle.et.rit@gmail.com|nan|||0||nan||||UNKNOWN|nan
334|chalons dans la rue|France||STREET|online|nan|||0||nan||||UNKNOWN|nan
335|CIRCA|France||STREET|marc.fouilland@circa.auch.fr
camille.charru@circa.auch.fr|Marc FOUILLAND
Camille CHARRU (Produktion und Programmation)|||0||oktober||||UNKNOWN|http://www.circa.auch.fr
336|Éclats de rue|France||STREET|eclatsderue@caen.fr|nan|||0||nan||||UNKNOWN|https://caen.fr/eclats-de-rue
337|FAB Festival|France||STREET|contact@festivalbordeaux.com|nan|||0||nan||||UNKNOWN|https://fab.festivalbordeaux.com/
338|Festival Artiste de rue|France||STREET|online|nan|||0||nan||||UNKNOWN|https://www.artistesderue.ch/les-artistes/
339|festival Hautes Tensions|France||STREET|r.benanti@villette.com|raffaella benanti|||0||nan||||UNKNOWN|https://lavillette.com/
340|Festival Hophophop|France||STREET|https://www.festivalhophophop.com/contact|nan|||0||nan||||UNKNOWN|www.festivalhophophop.com
341|Festival L'Avant Curieux - Nantes|France||STREET|elsa[@]avantcourrier.fr|nan|||0||Oktober/ November||||UNKNOWN|http://avantcourrier.fr/a-nantes/festival/
342|Festival Marionnette|France||STREET|zusammen mit Formular an: offderue@mairie-charlevillemezieres.fr|Anne-Françoise Cabanis|||0||September||||UNKNOWN|https://www.festival-marionnette.com/fr/
343|Festival PERSPECTIVES|France||STREET|martha.kaiser@festival-perspectives.de celia.galiny@festival-perspectives.de|Martha Kaiser und Célia Galiny|||0||nan||||UNKNOWN|https://www.festival-perspectives.de/perspectives/ueber-das-festival-perspectives
344|Festival Rue des Étoiles|France||STREET|crabb[at]orange.fr|nan|||0||nan||||UNKNOWN|https://www.crabb.fr/spectacles-festival/
345|Festival Spring|France||STREET|nan|nan|||0||March||||UNKNOWN|https://www.festival-spring.eu/
346|Festival Théâtrale du Val-d'Oise|France||STREET|dir@thea-valdoise.org|Véronique Léculée|||0||sept-jeun||||UNKNOWN|http://www.thea-valdoise.org
347|Festival Val d'Oise|France||STREET|cap.domont@orange.fr|nan|||0||nan||||UNKNOWN|http://www.cirqueduvaldoise.fr/
348|Mimos|France||STREET|https://www.mimos.fr/contact|mime|||0||july||||UNKNOWN|https://www.mimos.fr/contact
349|Mime Fest|Czech||STREET|mimefest@gmail.com|Mime|||0||nan||||UNKNOWN|mimefest.cz/en/
350|GBG Mime Fest|Sweden||STREET|opencall@gbgmimefest.se|nan|||0||September 2024||||UNKNOWN|gbgmimefest.se
351|festival COS Reus|Spain||STREET|festivalcos@reus.cat|nan|||0||nan||||UNKNOWN|www.cosreus.cat
352|Chapêlmême|France||STREET|chapelmele@gmail.com|nan|||0||Mai||||UNKNOWN|https://chapelmele.com/
353|Mimages|France||STREET|http://www.mimages.fr/contact/; or info@claireheggen-tdm.com|mime, online|||0||Mars||||UNKNOWN|http://www.mimages.fr/
354|Festival Gavarnie|France||STREET|contact[@]festival-gavarnie.com|nan|||0||juillet-aout||||UNKNOWN|www.festival-gavarnie.com
355|Festival Villeneuve en scene|France||STREET|contact@festivalvilleneuveenscene.com|nan|||0||juillet||||UNKNOWN|http://www.festivalvilleneuveenscene.com
356|Cratère Surface|France||STREET|info@lecratere.fr|nan|||0||juillet||||UNKNOWN|cratere-surfaces.com
357|Pringtemps des comédiens|France||STREET|billetterie@printempsdescomediens.com|nan|||0||juin||||UNKNOWN|printempsdescomediens.com
358|Festival Rue et Cies|France||STREET|isabelle.sartori@epinal.fr|nan|||0||juin||||UNKNOWN|www.ruesetcies.fr
359|coup de theatre|France||STREET|contact@agitateursdereves.org|nan|||0||september||||UNKNOWN|www.coupdetheatre.org
360|MimSueca|Spain||STREET|mimdireccio@gmail.com|mime|||0||september||||UNKNOWN|mimsueca.com
361|Furie|France||STREET|furieusement[@]furies.fr dt@furies.fr audrey.jehanno@furies.fr audrey.jehanno@lepalc.fr|nan|||0||nan||||UNKNOWN|https://www.furies.fr/Furies-2021.html
362|Jongle o Pais|France||STREET|contact@laribouldingue.com|nan|||0||nan||||UNKNOWN|nan
363|Jours [et nuits] de cirque(s)|France||STREET|chloe.beron@gmail.com|Mlle Chloé BERON|||0||September||||UNKNOWN|http://joursetnuitsdecirques.fr/
364|La Cascade - Festival D'Alba|France||STREET|m.rascalou@lacascade.org|nan|||0||nan||||UNKNOWN|https://lefestivaldalba.org/lequipe/
365|Le Mans fait son Cirque|France||STREET|online|nan|||0||nan||||UNKNOWN|https://www.lemansfaitsoncirque.fr/
366|Les Escal'Pades|France||STREET|mairie@witry-les-reims.fr 33 3 26 97 02 25|nan|||0||nan||||UNKNOWN|http://www.witry-les-reims.fr/agenda_witry-les-reims-160
367|PARIS QUARTIER L’ÉTÉ|France||STREET|stephane.ricordel@lemonfort.fr|Laurence de Magalhaes et Stéphane Ricordel|||0||nan||||UNKNOWN|https://www.parislete.fr/
368|Plus Petit Cirque du Monde|France||STREET|gaetan@ppcm.fr|Gaëtan LEVEQUE|||0||nan||||UNKNOWN|www.lepluspetitcirquedumonde.fr
369|Saperli Puppet|FRance||STREET|festivalsaperlipuppet@orange.fr|nan|||0||nan||||UNKNOWN|http://saperlipuppet.com/
370|Sortie de bain|france||STREET|nan|Online Formular|||0||nan||||UNKNOWN|http://www.sortiesdebain.com/
371|Athens Circus Festival|Griechenland||STREET|circusdayz@gmail.com|nan|||0||nan||||UNKNOWN|https://www.allaboutfestivals.gr/en/festivals/athens-circus-festival-2-2/
372|Epidaurus Festival|Griechenland||STREET|artisticdirector@aefestival.gr|nan|||0||nan||||UNKNOWN|aefestival.gr/?lang=en
373|Kalamata Dance Festival|Griechenland||STREET|mail@kalamatadancefestival.gr|nan|||0||nan||||UNKNOWN|https://kalamatadancefestival.gr/en/
374|Noorderzon Festival|Groningen||STREET|info@noorderzon.nl|nan|||0||nan||||UNKNOWN|https://www.noorderzon.nl/en/
375|5-3-1 Festival|Helsinki||STREET|info@531festival.com|nan|||0||Oktober||||UNKNOWN|http://www.531festival.com/
376|Tagträummerinen-festival Horn|Horn||STREET|Holger Schober-Dufek
h.schober-dufek@tagtraeumerinnen.at

Katharina Schober-Dufek k.schober-dufek@tagtraeumerinnen.at|nan|||0||nan||||UNKNOWN|https://tagtraeumerinnen.at/
377|FESTIVAL DES ARTS DE LA RUE A HUY|Huy||STREET|info@1x1soir.be|nan|||0||nan||||UNKNOWN|https://1x1soir.be/
378|National Circus Festival Ireland|Ireland||STREET|ONLINE https://circusfestival.ie/contact/|nan|||0||Nov||||UNKNOWN|https://circusfestival.ie/programme/
379|Isny|Isny||STREET|info@theaterfestival-isny.de|nan|||0||nan||||UNKNOWN|https://theaterfestival-isny.de/
380|Festival Mirabilia|Italien||STREET|info(at)festivalmirabilia.it|nan|||0||nan||||UNKNOWN|https://www.festivalmirabilia.it/mirabilia-2021/spettacoli
381|la luna nel pozzo|italien||STREET|carichisospesi@gmail.com|nan|||0||nan||||UNKNOWN|lalunanelpozzofestival.it
382|Lonato in festival|italien||STREET|direzione@lonatoinfestival.it|nan|||0||nan||||UNKNOWN|http://www.lonatoinfestival.it
383|Lunathica|Italien||STREET|online application form|nan|||0||nan||||UNKNOWN|http://lnx.lunathica.it/lun/
384|mercanti a certaldo|italien||STREET|teatro@mercantiacertaldo.it|nan|||0||nan||||UNKNOWN|mercantiacertaldo.it
385|mirabila festival|italien||STREET|info@festivalmirabilia.it|nan|||0||nan||||UNKNOWN|festivalmirabilia.it
386|Sul Filo del Circo|Italien||STREET|info@sulfilodelcirco.com|nan|||0||nan||||UNKNOWN|https://www.sulfilodelcirco.com/
387|Tutti matti per Colorno|italien||STREET|info@tuttimattipercolorno.it|nan|||0||nan||||UNKNOWN|https://www.tuttimattipercolorno.it
388|valdemone festival|italien||STREET|valdemonefestival@gmail.com|nan|||0||nan||||UNKNOWN|valdemonefestival.com
389|Circum Navigando Festival|Italy||STREET|info@sarabanda-associazione.it|nan|||0||nan||||UNKNOWN|https://www.sarabanda-associazione.it/en/circumnavigando-since-2001-international-festival-of-circus-theatre/
390|Flaniermeile Klagenfurt|Klagenfurt||STREET|info@velden.at|nan|||0||nan||||UNKNOWN|https://www.facebook.com/flaniermeile/
391|Klagenfurt Festival|Klagenfurt||STREET|assistenz@klagenfurtfestival.com|nan|||0||nan||||UNKNOWN|https://www.klagenfurtfestival.com/
392|Chuncheon mime Festival|KOREA!||STREET|nan|nan|||0||nan||||UNKNOWN|http://mimefestival.com/
393|New Circus Weekend|Lativa||STREET|jolita@menuspaustuve.lt / ineta@menuspaustuve.lt|Jolita Balandytė / Ineta Pliekaitytė|||0||nan||||UNKNOWN|https://www.menuspaustuve.lt/lt/?fbclid=IwAR2nfn7RTxrlzSfNuqUyy7SSP49aOUv2zsJfL27TzrCLU4cGGvGdOxJOaa4
394|euro-scene Leipzig|Deutschland||STREET|info@euro-scene.de|nan|||0||nan||||UNKNOWN|https://euro-scene.de/
395|ReRiga! Criks|Lettland||STREET|cirks@cirks.lv|nan|||0||nan||||UNKNOWN|https://cirks.lv/en
396|Pflasterspektakel Linz|Linz||STREET|pflasterspektakel@linz.at|nan|||0||nan||||UNKNOWN|https://pflasterspektakel.at/de/
397|Greenwich Docklands|London||STREET|marie (@) festival.org Marie Faucher eleanor (@) festival.org Ellie Harris|marie (@) festival.org Marie Faucher eleanor (@) festival.org Ellie Harris|||0||nan||||UNKNOWN|https://festival.org/
398|Theaterfestival Maribor|Maribor||STREET|info@borstnikovo.si|Same as 277|||0||nan||||UNKNOWN|https://www.visitmaribor.si/de/was-unternehmen/ereignisse-und-veranstaltungen/alle-ereignisse-und-veranstaltungen/5925-
399|Lokomotion|Mazedonien||STREET|contact@lokomotiva.org.mk|nan|||0||nan||||UNKNOWN|https://www.lokomotiva.org.mk/lokomotion-festival/
400|MLADI LEVI|MLADI LEVI||STREET|info@bunker.si|nan|||0||nan||||UNKNOWN|https://www.bunker.si/en/mladi-levi-international-festival/
401|Kaskade Festival|Niederösterreich||STREET|office@urhof20.at|nan|||0||nan||||UNKNOWN|https://www.facebook.com/events/226941424921460/
402|Nitra Festival|Nitra, Solvakei||STREET|nitrafest@nitrafest.sk|nan|||0||september||||UNKNOWN|https://nitrafest.sk/en/festival-2019/
403|Non Stop|Norway||STREET|post@nonstopfestivalen.no|nan|||0||nan||||UNKNOWN|http://www.nonstopfestivalen.com/
404|Baredans Bodø Biennale|Norwegen||STREET|info.baredans@gmail.com|nan|||0||nan||||UNKNOWN|https://www.baredans.no/
405|Bergen International Festival|Norwegen||STREET|program@fib.no|nan|||0||nan||||UNKNOWN|https://www.fib.no
406|DanseFestival Barents|Norwegen||STREET|post@dansefestivalbarents.no|nan|||0||nan||||UNKNOWN|https://www.dansefestivalbarents.no/
407|Festspillene Helgeland|Norwegen||STREET|carl.ninian@festspillenehelgeland.no|nan|||0||nan||||UNKNOWN|https://www.festspillenehelgeland.no
408|Molde Dansefestival|Norwegen||STREET|molde.dansefestival@gmail.com|nan|||0||nan||||UNKNOWN|https://www.moldedansefestival.com
409|Multiplié Dansefestival|Norwegen||STREET|Nina Therese Aune  nina(at)dansit.no/|nan|||0||nan||||UNKNOWN|http://www.dansit.no/events/multiplie/
410|Porsgrunn Festival|Norwegen||STREET|post@pitfestival.no|nan|||0||nan||||UNKNOWN|https://pitfestival.no/en/
411|RosenDal Theater|Norwegen||STREET|Nina Bjørklund nina@rosendalteater.no|nan|||0||nan||||UNKNOWN|https://rosendalteater.no/
412|Showbox Performing Arts Festival|Norwegen||STREET|Ådne Sekkelsten: 915 24 645
aadne@scenekunstbruket.no|nan|||0||november dec||||UNKNOWN|https://www.showbox.no/
413|Stamsund Teaterfestival|Norwegen||STREET|info@stamfest.no|nan|||0||nan||||UNKNOWN|https://stamfest.no/nb/
414|Teaterfestivalen i Fjaler|Norwegen||STREET|teaterfestivalenifjaler@gmail.com|nan|||0||nan||||UNKNOWN|https://teaterfestivalenifjaler.no/
415|Vinterfestuka|Norwegen||STREET|Aili Forsenius aili@vinterfestuka.no|nan|||0||nan||||UNKNOWN|https://www.vinterfestuka.no/
416|WUK|Österreich||STREET|esther.holland-merten@wuk.at|Esther Holland-Merten|||0||nan||||UNKNOWN|https://www.wuk.at/performance-tanz-theater/
417|Les Noctombules|Paris||STREET|arenesdenanterre@free.fr|nan|||0||nan||||UNKNOWN|https://www.les-noctambules.com/fr/accueil.html
418|Quinzenca de Danca de Almada|Portugal||STREET|quinzena@cdanca-almada.pt|nan|||0||Sept/Oct||||UNKNOWN|https://quinzenadedancadealmada.cdanca-almada.pt/
419|Cupula Circus Village|Portugal||STREET|festivalcupula@inac.com.pt|nan|||0||nan||||UNKNOWN|https://apachecirque.wixsite.com/festivalcupula
420|Encontros do devir|Portugal||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.encontrosdodevir.com/
421|Festival MED|Portugal||STREET|festivalmed@cm-loule.pt|nan|||0||nan||||UNKNOWN|https://www.festivalmed.pt/en/
422|Festival Todos|Portugal||STREET|abreuabreu@gmail.com
(Miguel Abreu)|nan|||0||nan||||UNKNOWN|https://www.festivaltodos.com/festival/
423|Imaginarius|Portugal||STREET|program@imaginarius.pt|nan|||0||September||||UNKNOWN|https://www.imaginarius.pt/en/
424|INAC|Portugal||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.institutonacionaldeartesdocirco.com/residencias
425|LEME - Circo contemporâneo - Festival|Portugal||STREET|23milhas@cm-ilhavo.pt|nan|||0||nov-dec||||UNKNOWN|https://www.23milhas.pt/
426|Quinta das Relvas|Portugal||STREET|nan|nan|||0||nan||||UNKNOWN|https://quintadasrelvas.pt/artists-in-residence/
427|quinzenca 
de Danca de Almada|Portugal||STREET|quinzena@cdanca-almada.pt|nan|||0||nan||||UNKNOWN|https://quinzenadedancadealmada.cdanca-almada.pt
428|UP TO YOU - Festival Internazionale della Creazione Contemporanea|Portugal||STREET|info@indisciplinarte.it|nan|||0||sieht nicht so gut aus||||UNKNOWN|http://www.indisciplinarte.it/article/you-festival-internazionale-della-creazione-contemporanea
429|TOHU|Quebec||STREET|nan|nan|||0||November||||UNKNOWN|https://www.tollhaus.de/de/214/atoll.htmll
430|Riga Circus Residency Programm|Riga||STREET|nan|nan|||0||nan||||UNKNOWN|http://cirks.lv/en/pro/residency-program
431|Karavan Cirkus|Schwedem||STREET|info@karavanmalmo.se|nan|||0||nan||||UNKNOWN|https://karavanmalmo.se/
432|Cirkör Lab|Schweden||STREET|nan|nan|||0||nan||||UNKNOWN|https://cirkor.se/
433|Gotenburg Dance and Theater Festival|Schweden||STREET|info@gdtf.se|nan|||0||nan||||UNKNOWN|https://passagefestival.nu/en/home/
434|Oslo Fringe Festival|Schweden||STREET|oslofringe@salted.no|nan|||0||nan||||UNKNOWN|https://www.oslofringe.no
435|Site|Schweden||STREET|nan|nan|||0||nan||||UNKNOWN|https://sitesweden.se/residens/#
436|Subtopia|Schweden||STREET|info@subtopia.se|nan|||0||nan||||UNKNOWN|https://www.subtopia.se/har-finns/cirkus/subcase/?lang=en
437|Sundsvalls Teater|Schweden||STREET|Frida Amnow frida.amnow@teatervasternorrland.se|nan|||0||nan||||UNKNOWN|https://teatervasternorrland.se/sv/information-in-english/
438|Vitlycke|Schweden||STREET|nan|nan|||0||nan||||UNKNOWN|https://vitlycke.org/program/residencies
439|BewegGrund|Schweiz||STREET|info@beweggrund.org|nan|||0||nan||||UNKNOWN|https://www.beweggrund.org/
440|Bühne Arau|Schweiz||STREET|fricker@buehne-aarau.ch  kelting@buehne-aarau.ch|Marisa Fricker  Peter-Jakob Kelting|||0||nan||||UNKNOWN|https://www.buehne-aarau.ch/
441|Chapiteau D'Alchemie|Schweiz||STREET|contact@alchimie.top|nan|||0||nan||||UNKNOWN|https://alchimie.top/
442|Fernweh Festival|Schweiz||STREET|neff@zirkusschulebern.ch|Barbara Neff|||0||November||||UNKNOWN|https://www.fernwehfestival.com/
443|Festival ZirQus|Schweiz||STREET|kontakt@zirkusquartier.ch|nan|||0||August||||UNKNOWN|https://zirkusquartier.ch/tag/zirqus
444|Gadjo|Schweiz||STREET|gadjo.festival@gmail.com|nan|||0||September||||UNKNOWN|http://www.gadjo.ch/
445|Kaserne Basel|Schweiz||STREET|buero@kaserne-basel.ch|nan|||0||nan||||UNKNOWN|https://www.kaserne-basel.ch/de/uber-uns/kaserne/das-haus
446|Le Zarticirque|Schweiz||STREET|contact@lezarticirque.ch|Yves et Dominique Bugnon|||0||nan||||UNKNOWN|https://lezarticirque.ch/2017/07/13/spectacle-sous-chapiteau-samedi/
447|O'Chap|Schweiz||STREET|marie.wermeille@ochap.ch|Marie Wermeille|||0||nan||||UNKNOWN|https://ochap.ch/
448|Station Circus|Schweiz||STREET|info@stationcircus.ch|nan|||0||nan||||UNKNOWN|https://www.stationcircus.ch/
449|Circobalkana|Serbien||STREET|cirkobalkana@gmail.com|nan|||0||September||||UNKNOWN|http://cirkobalkana.org/en/contact/
450|ACT Festival Sofia|Sofia||STREET|act@actassociation.eu|nan|||0||nan||||UNKNOWN|https://actfest.org/en/
451|Black Box Festival|Sofia||STREET|info@blackbox-fest.com|nan|||0||Only for bulgarians!||||UNKNOWN|http://application.blackbox-fest.com/index.php/lang.en
452|Circ Cric|Spain||STREET|info@circcric.com|nan|||0||nan||||UNKNOWN|https://circcric.com/ca/inici/
453|Circolmedo|Spain||STREET|circolmedo@hotmail.com|nan|||0||Mai||||UNKNOWN|http://circolmedo.blogspot.com/
454|Festival Cantilafont|Spain||STREET|hola@cantilafont.cat|nan|||0||nan||||UNKNOWN|https://cantilafont.cat/
455|Festival Circada|Spain||STREET|director@festivalcircada.com|nan|||0||nan||||UNKNOWN|https://festivalcircada.com/circada-2022/
456|Festival de Circ|Spain||STREET|tubdassaig@gmail.com|nan|||0||nan||||UNKNOWN|https://tubdassaig.com/festival-de-circ/
457|Festival International del Circ|Spain||STREET|info@festivaldelcirc.com|nan|||0||sehr trad||||UNKNOWN|https://www.festivaldelcirc.com/
458|festival kaldearte|spain||STREET|fmarin@vitoria-gasteiz.org|Fernando Marín|||0||nan||||UNKNOWN|http://www.artekale.org
459|firatarrega|Spain||STREET|info@firatarrega.com|nan|||0||wieder im 24||||UNKNOWN|https://www.firatarrega.cat/
460|Firco|Spain||STREET|nan|Only for latinamericans|||0||Oktober||||UNKNOWN|http://www.firco.org/
461|Flic Festival|Spain||STREET|nan|nan|||0||nan||||UNKNOWN|http://flicfestival.com/
462|La Casa encendida|Spain||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.lacasaencendida.es/en/competitions/artistas-residencia/artistas-residencia-2021-2022-12252
463|PrimaverArt|Spain||STREET|info@primaverart.cat|nan|||0||nan||||UNKNOWN|https://www.primaverart.cat/
464|tac festival|spain||STREET|tac@fmcva.org|nan|||0||nan||||UNKNOWN|https://tacva.org/
465|Trapezi Festival|Spain||STREET|oficina@trapezi.cat|nan|||0||nan||||UNKNOWN|https://www.trapezi.cat/
466|Cronopis|Spain, Barcelona||STREET|nan|nan|||0||nan||||UNKNOWN|http://www.cronopis.org/ca/residencies
467|Circomeldo|Spanien||STREET|circolmedo@hotmail.com|nan|||0||nan||||UNKNOWN|http://circolmedo.blogspot.com/
468|Espacio Unico|Spanien||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.crac-espaciounico.org/
469|MalabHaria|Spanien||STREET|online--> https://malabharia.com/convocatoria-365/|nan|||0||Dezember/Januar||||UNKNOWN|https://malabharia.com/
470|Circusmania|Sweden||STREET|cirkusmania@subtopia.se|Linnea Sälquist|||0||nan||||UNKNOWN|https://cirkusmania.se/cirkusmania-in-english/
471|Arsenic – Centre d’art scénique contemporain|Swiss||STREET|info@arsenic.ch|Patrick de Rham|||0||nan||||UNKNOWN|https://arsenic.ch/en/
472|Theatre Crochetan|Swiss||STREET|Lorenzo.Malaguerra@monthey.ch|nan|||0||nan||||UNKNOWN|http://www.crochetan.ch/
473|théâtre du crochetan monthey|Swiss||STREET|lorenzo.malaguerra@monthey.ch|nan|||0||nan||||UNKNOWN|https://www.crochetan.ch/
474|Théâtre Forum Meyrin|Swiss||STREET|info@forum-meyrin.ch|nan|||0||nan||||UNKNOWN|https://www.forum-meyrin.ch/
475|théâtre saint-gervais genève|Swiss||STREET|billetterie@saintgervais.ch|nan|||0||nan||||UNKNOWN|https://saintgervais.ch/
476|Festival Circolo|Tillburg||STREET|Wendy@festivalcircolo.nl|Wendy Moonen|||0||Oktober||||UNKNOWN|https://www.festivalcircolo.nl/
477|JOHAN Centre for Cultural ans Social Projects|Tschechien||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.johancentrum.cz/en/moving-station-ag15/offer-space-en--a670
478|The Plum Yard|Tschechien||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.svestkovydvur.cz/rezidence/
479|Cadir|Turkei, Istanbul||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.cadirstudyo.com/iletisim
480|Brighton Fringe|UK||STREET|takepart@brightonfringe.org|nan|||0||nan||||UNKNOWN|https://www.brightonfringe.org/
481|Circus City Bristol|UK||STREET|programme@bristolcircuscity.com|nan|||0||Sept/Oct||||UNKNOWN|http://www.bristolcircuscity.com/gallery/
482|Circusfest|UK||STREET|online|nan|||0||nan||||UNKNOWN|https://www.roundhouse.org.uk/whats-on/circusfest-2014/
483|Durham Fringe Festival|UK||STREET|Online via eventoron|nan|||0||nan||||UNKNOWN|https://eventotron.com/allseasons.php
